Age,Income,Gender_Male,City_Delhi,City_Mumbai,Purchased
-1.5163304009918723,-1.467532671942341,1.1952286093343938,1.1952286093343938,-0.7385489458759965,1
-0.8143255857178576,-0.7789542921453482,-0.8366600265340756,-0.8366600265340756,1.35400640077266,0
-9.976088439231243e-16,-1.3298169959829425,-0.8366600265340756,1.1952286093343938,-0.7385489458759965,1
0.5896840448301718,0.5982024674486375,-0.8366600265340756,-0.8366600265340756,-0.7385489458759965,0
-0.11232077044384295,0.0,1.1952286093343938,-0.8366600265340756,1.35400640077266,1
1.993693675378201,1.9753592270426232,1.1952286093343938,1.1952286093343938,-0.7385489458759965,1
-9.976088439231243e-16,0.2539132775501411,-0.8366600265340756,1.1952286093343938,-0.7385489458759965,0
-1.0951275118274635,-0.6412386161859496,-0.8366600265340756,-0.8366600265340756,-0.7385489458759965,1
1.2916888601041865,1.2867808472456304,1.1952286093343938,-0.8366600265340756,1.35400640077266,0
-0.39312269655344884,-0.9166699681047467,-0.8366600265340756,1.1952286093343938,-0.7385489458759965,1
-0.9547265487726606,-0.7100964541656488,-0.8366600265340756,-0.8366600265340756,1.35400640077266,0
0.30888211872056587,0.04733976361104326,1.1952286093343938,-0.8366600265340756,-0.7385489458759965,1
0.8704859709397776,0.9424916573471339,-0.8366600265340756,1.1952286093343938,-0.7385489458759965,0
-0.6739246226630546,-0.503522940226551,1.1952286093343938,-0.8366600265340756,1.35400640077266,1
-1.2355284748822664,-0.8478121301250474,-0.8366600265340756,-0.8366600265340756,-0.7385489458759965,0
0.028080192610959988,0.46048679148923893,1.1952286093343938,1.1952286093343938,-0.7385489458759965,1
1.7128917492685953,1.6310700371441267,-0.8366600265340756,-0.8366600265340756,1.35400640077266,0
